"Compound"	"CAS"	"HMDB"	"KEGG"	"PubChem"
CPD-10050		"<a href='http://www.hmdb.ca/metabolites/HMDB36082'>HMDB36082</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11395'>C11395</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=330573'>330573</a>"
CPD-21810				
METHYL-EPOXYTRIDECADIENOATE			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04867'>C04867</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5459796'>5459796</a>"
CPD-7907				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657931'>90657931</a>"
CPD-12174				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46173170'>46173170</a>"
CPD-15516				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6919043'>6919043</a>"
CPD-12173			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06000'>C06000</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46173510'>46173510</a>"
CPD-22077				
CPD-1162			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06187'>C06187</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25245837'>25245837</a>"
CPD0-1320				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46926326'>46926326</a>"
CPD-21217			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11303'>C11303</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820221'>134820221</a>"
CPD-260		"<a href='http://www.hmdb.ca/metabolites/HMDB59608'>HMDB59608</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11409'>C11409</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=443178'>443178</a>"
CPD-19237				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6582'>6582</a>"
CPD-11913			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21054'>C21054</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10888063'>10888063</a>"
CPD-13963				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=57115074'>57115074</a>"
CPD-15813				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25021541'>25021541</a>"
CPD-15517				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6926382'>6926382</a>"
CPD-11912				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=12300187'>12300187</a>"
CPD-20375				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7009624'>7009624</a>"
CPD-1181			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06188'>C06188</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244031'>25244031</a>"
CPD-531		"<a href='http://www.hmdb.ca/metabolites/HMDB06797'>HMDB06797</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02888'>C02888</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=23615304'>23615304</a>"
CPD0-1455				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44629458'>44629458</a>"
DIPYRROMETHANE				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25201952'>25201952</a>"
CPD-13142				
DEOXYURIDINE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=951-78-0'>951-78-0</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00012'>HMDB00012</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00526'>C00526</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=13712'>13712</a>"
CPD-12452				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=20849399'>20849399</a>"
CPD-18436				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=136759122'>136759122</a>"
CPD-19248				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5365910'>5365910</a>"
CPD-17070				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=70678925'>70678925</a>"
THYMIDINE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=50-89-5'>50-89-5</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00273'>HMDB00273</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00214'>C00214</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5789'>5789</a>"
CPD-13261				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657166'>90657166</a>"
CPD0-1322				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46926087'>46926087</a>"
CPD0-1235				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46926120'>46926120</a>"
S-METHYLGLUTATHIONE			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11347'>C11347</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25200497'>25200497</a>"
CPD-18260				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515050'>102515050</a>"
CPD-9977			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20222'>C20222</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=13895495'>13895495</a>"
2-TRANS6-TRANS-FARNESOL		"<a href='http://www.hmdb.ca/metabolites/HMDB04305'>HMDB04305</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01126'>C01126</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=445070'>445070</a>"
DEOXYCYTIDINE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=951-77-9'>951-77-9</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00014'>HMDB00014</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00881'>C00881</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=13711'>13711</a>"
CPD-11846				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=36689218'>36689218</a>"
CPD-15091				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657444'>90657444</a>"
6C-Glc-2-hydroxyeriodictyol				
CPD-15088				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657395'>90657395</a>" // "<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657396'>90657396</a>"
CPD-21873				
CPD-7075		"<a href='http://www.hmdb.ca/metabolites/HMDB03265'>HMDB03265</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09755'>C09755</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10621'>10621</a>"
CPD-8775				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6946312'>6946312</a>"
CPD-20390				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7010531'>7010531</a>"
CPD-20016				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=129320514'>129320514</a>"
CPD-16503				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=92136130'>92136130</a>"
CPD-21636				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135398089'>135398089</a>"
CPD-9976			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20223'>C20223</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11412603'>11412603</a>"
CPD-21637				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135397960'>135397960</a>"
CPD-20873				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820251'>134820251</a>"
CPD-10241			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12176'>C12176</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135926608'>135926608</a>"
CPD-20015				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=129320321'>129320321</a>"
CPD-10574				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6997338'>6997338</a>"
CPD-17897			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19613'>C19613</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11197171'>11197171</a>"
UROPORPHYRIN_III	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=18273-06-8'>18273-06-8</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00916'>HMDB00916</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02469'>C02469</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=131841493'>131841493</a>"
CPD-19847				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=129011075'>129011075</a>"
CPD-10238			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14725'>C14725</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25245291'>25245291</a>"
CPD-17316				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=54728860'>54728860</a>"
CPD-20363				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=131841435'>131841435</a>"
2-THIOURIDINE				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3036443'>3036443</a>"
CPD-18718				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=92136155'>92136155</a>"
CPD-9762		"<a href='http://www.hmdb.ca/metabolites/HMDB35092'>HMDB35092</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09847'>C09847</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=643779'>643779</a>"
CPD-8973			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14228'>C14228</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4130'>4130</a>"
CPD-20859				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820399'>134820399</a>"
CPD-21943				
CPD-9101				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=1549107'>1549107</a>"
CPD-47	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=480-64-8'>480-64-8</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB33967'>HMDB33967</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01839'>C01839</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=54718175'>54718175</a>"
UREA	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=57-13-6'>57-13-6</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00294'>HMDB00294</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00086'>C00086</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=1176'>1176</a>"
CPD-18728				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=137139692'>137139692</a>"
4-TOLUENECARBOXYLATE		"<a href='http://www.hmdb.ca/metabolites/HMDB29635'>HMDB29635</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01454'>C01454</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=154342'>154342</a>"
CPD-20387				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7015694'>7015694</a>"
CPD-19375				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706162'>122706162</a>"
CPD-8833				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=89664'>89664</a>"
CPD-20532				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5284373'>5284373</a>"
AMINO-PARATHION		"<a href='http://www.hmdb.ca/metabolites/HMDB01504'>HMDB01504</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06605'>C06605</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=220'>220</a>"
CPD-10242			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14721'>C14721</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25245332'>25245332</a>"
CPD-17898				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6443024'>6443024</a>"
COPROPORPHYRINOGEN_I		"<a href='http://www.hmdb.ca/metabolites/HMDB02158'>HMDB02158</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05768'>C05768</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=20849147'>20849147</a>"
CPD-10239			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14724'>C14724</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820466'>91820466</a>"
CPD-20359				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7019080'>7019080</a>"
CPD-19372				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706602'>122706602</a>"
CPD-8832				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=87839'>87839</a>"
3-BENZOYLOXYPROPYL-GLUCOSINOLATE				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658420'>90658420</a>"
CPD-19128				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706055'>122706055</a>"
CPD-20026				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=137229817'>137229817</a>"
CPD-9102				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=1549109'>1549109</a>"
CPD-11847				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706045'>122706045</a>"
CPD-244	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=79-46-9'>79-46-9</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02116'>C02116</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=398'>398</a>"
CPD-10243			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12247'>C12247</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25246215'>25246215</a>"
CPD0-1911				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515342'>102515342</a>"
CPD-19369				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706413'>122706413</a>"
C4			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05888'>C05888</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46878496'>46878496</a>"
CPD-7983				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5366264'>5366264</a>"
CPD-17962				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11966504'>11966504</a>"
CPD-10240			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14722'>C14722</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=24892778'>24892778</a>"
CPD-19135				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=118987349'>118987349</a>"
PROTOPORPHYRIN_IX	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=553-12-8'>553-12-8</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00241'>HMDB00241</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02191'>C02191</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3794562'>3794562</a>"
RIFAMYCIN-O	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=14487-05-9'>14487-05-9</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01849'>C01849</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5280468'>5280468</a>"
CPD-20383				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7009629'>7009629</a>"
CPD-19376				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706163'>122706163</a>"
CPD-18097				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515449'>102515449</a>"
CPD-7979				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11480693'>11480693</a>"
CPD-17958				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820178'>91820178</a>"
CPD-10237			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14727'>C14727</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244479'>25244479</a>"
2-CIS6-TRANS-FARNESOL	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=3790-71-4'>3790-71-4</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB59849'>HMDB59849</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03220'>C03220</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=1549108'>1549108</a>"
ACETAMIDE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=60-35-5'>60-35-5</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB31645'>HMDB31645</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06244'>C06244</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=178'>178</a>"
CPD-20356				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7079600'>7079600</a>"
CPD-19373				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706309'>122706309</a>"
CPD-9866				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5372355'>5372355</a>"
C5			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05897'>C05897</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52940090'>52940090</a>"
CPD-18098				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102514964'>102514964</a>"
CPD-7857			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17621'>C17621</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5363397'>5363397</a>"
2-OCTAPRENYL-6-METHOXYPHENOL			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05812'>C05812</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5280834'>5280834</a>"
CPD-17970				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820449'>91820449</a>"
CPD-9857				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25245562'>25245562</a>"
CPD-19136				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=49791970'>49791970</a>"
CPD-9865		"<a href='http://www.hmdb.ca/metabolites/HMDB60250'>HMDB60250</a>"		"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25010760'>25010760</a>"
CPD-21388				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820392'>134820392</a>"
CPD0-2207				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657810'>90657810</a>"
CPD-8363				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657603'>90657603</a>"
CPD-8364				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658372'>90658372</a>"
CPD0-1908				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515121'>102515121</a>"
D-SEDOHEPTULOSE-1-7-P2		"<a href='http://www.hmdb.ca/metabolites/HMDB60274'>HMDB60274</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00447'>C00447</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46878435'>46878435</a>"
CPD0-2173				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90659368'>90659368</a>"
CPD-19370				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706553'>122706553</a>"
CPD-18099				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515242'>102515242</a>"
CPD-8365				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71296157'>71296157</a>"
CPD-685	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=1632-73-1'>1632-73-1</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB34932'>HMDB34932</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02344'>C02344</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6973643'>6973643</a>"
CPD-17959				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819781'>91819781</a>"
CPD-8366				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90659128'>90659128</a>"
CPD-14334			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18196'>C18196</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25229573'>25229573</a>"
OCTAPRENYL-METHYL-OH-METHOXY-BENZQ			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05815'>C05815</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=50986110'>50986110</a>"
CPD-14534				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=69021'>69021</a>"
CPD-8367				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658127'>90658127</a>"
CPD-20380				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6992295'>6992295</a>"
2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11436'>C11436</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46878430'>46878430</a>"
CPD-206		"<a href='http://www.hmdb.ca/metabolites/HMDB01359'>HMDB01359</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02060'>C02060</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658363'>90658363</a>"
CPD0-2200				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71296161'>71296161</a>"
CPD-19367				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706287'>122706287</a>"
CPD-14141				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=70678677'>70678677</a>"
CPD-18100				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515511'>102515511</a>"
CPD-4945		"<a href='http://www.hmdb.ca/metabolites/HMDB41628'>HMDB41628</a>"		"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=19244'>19244</a>"
CPD-9818				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658028'>90658028</a>"
CPD-17971				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9960500'>9960500</a>"
CPD-14335			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20429'>C20429</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25229572'>25229572</a>"
CPD-13291				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52940105'>52940105</a>"
CPD-16805			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16890'>C16890</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=160665'>160665</a>"
CPD-13292				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52940205'>52940205</a>"
CPD-9820				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658354'>90658354</a>"
CPD-9816				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657561'>90657561</a>"
CPD-22081				
CPD-21708				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135397987'>135397987</a>"
CPD-4943			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11952'>C11952</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=70962'>70962</a>"
